ID,Associated_fire,Type,Fire_Year,ndvi,ndwi,Measurement_year,yrs_post_fire
132,PAIGE MOUNTAIN,Beaver,2019,0.524761271,-0.410164166,2021,2
133,PAIGE MOUNTAIN,Beaver,2019,0.505052505,-0.391364339,2021,2
135,PAIGE MOUNTAIN,Beaver,2019,0.54402938,-0.393294444,2021,2
136,PAIGE MOUNTAIN,Beaver,2019,0.494602052,-0.342886291,2021,2
233,PAIGE MOUNTAIN,Beaver,2019,0.599965405,-0.442479298,2021,2
137,PAIGE MOUNTAIN,Beaver,2019,0.52820329,-0.399831242,2021,2
138,PAIGE MOUNTAIN,Beaver,2019,0.526331301,-0.367476194,2021,2
139,PAIGE MOUNTAIN,Beaver,2019,0.520618598,-0.398473175,2021,2
140,PAIGE MOUNTAIN,Beaver,2019,0.560570583,-0.421081731,2021,2
141,PAIGE MOUNTAIN,Beaver,2019,0.518940165,-0.400482402,2021,2
142,PAIGE MOUNTAIN,Beaver,2019,0.500202987,-0.405046967,2021,2
143,PAIGE MOUNTAIN,Beaver,2019,0.496477652,-0.38455684,2021,2
144,PAIGE MOUNTAIN,Beaver,2019,0.543831749,-0.402765545,2021,2
145,PAIGE MOUNTAIN,Beaver,2019,0.516629728,-0.392917913,2021,2
146,PAIGE MOUNTAIN,Beaver,2019,0.611601885,-0.451899633,2021,2
147,PAIGE MOUNTAIN,Beaver,2019,0.592173205,-0.434891574,2021,2
148,PAIGE MOUNTAIN,Beaver,2019,0.426297246,-0.305868366,2021,2
149,PAIGE MOUNTAIN,Beaver,2019,0.3738856,-0.25536805,2021,2
150,PAIGE MOUNTAIN,Beaver,2019,0.458361442,-0.321127644,2021,2
151,PAIGE MOUNTAIN,Beaver,2019,0.495573777,-0.380936734,2021,2
152,PAIGE MOUNTAIN,Beaver,2019,0.43845869,-0.34175105,2021,2
153,PAIGE MOUNTAIN,Beaver,2019,0.392757543,-0.282271274,2021,2
154,PAIGE MOUNTAIN,Beaver,2019,0.374556984,-0.267448474,2021,2
155,PAIGE MOUNTAIN,Beaver,2019,0.454261756,-0.355215414,2021,2
156,PAIGE MOUNTAIN,Beaver,2019,0.45677381,-0.325941208,2021,2
157,PAIGE MOUNTAIN,Beaver,2019,0.490872737,-0.372459197,2021,2
158,PAIGE MOUNTAIN,Beaver,2019,0.451713838,-0.338474176,2021,2
159,PAIGE MOUNTAIN,Beaver,2019,0.547182605,-0.425077937,2021,2
160,PAIGE MOUNTAIN,Beaver,2019,0.522497409,-0.402866582,2021,2
161,PAIGE MOUNTAIN,Beaver,2019,0.487783437,-0.390499786,2021,2
162,PAIGE MOUNTAIN,Beaver,2019,0.525255899,-0.422975376,2021,2
163,PAIGE MOUNTAIN,Beaver,2019,0.552679959,-0.447498992,2021,2
164,PAIGE MOUNTAIN,Beaver,2019,0.503459649,-0.405522549,2021,2
165,PAIGE MOUNTAIN,Beaver,2019,0.497180675,-0.391892536,2021,2
166,PAIGE MOUNTAIN,Beaver,2019,0.506675946,-0.410793242,2021,2
167,PAIGE MOUNTAIN,Beaver,2019,0.549102294,-0.427504111,2021,2
168,PAIGE MOUNTAIN,Beaver,2019,0.537855793,-0.424848247,2021,2
169,PAIGE MOUNTAIN,Beaver,2019,0.516305924,-0.415213412,2021,2
170,PAIGE MOUNTAIN,Beaver,2019,0.537376471,-0.426267959,2021,2
171,PAIGE MOUNTAIN,Beaver,2019,0.49691676,-0.385987039,2021,2
172,PAIGE MOUNTAIN,Beaver,2019,0.523350886,-0.403207075,2021,2
173,PAIGE MOUNTAIN,Beaver,2019,0.514297234,-0.378497615,2021,2
174,PAIGE MOUNTAIN,Beaver,2019,0.488723238,-0.363074796,2021,2
175,PAIGE MOUNTAIN,Beaver,2019,0.458545463,-0.338889031,2021,2
176,PAIGE MOUNTAIN,Beaver,2019,0.613309867,-0.494959587,2021,2
177,PAIGE MOUNTAIN,Beaver,2019,0.543581283,-0.443414215,2021,2
179,PAIGE MOUNTAIN,Beaver,2019,0.501896413,-0.401599098,2021,2
180,PAIGE MOUNTAIN,Beaver,2019,0.458820271,-0.372563308,2021,2
178,PAIGE MOUNTAIN,Beaver,2019,0.573682941,-0.459739439,2021,2
181,PAIGE MOUNTAIN,Beaver,2019,0.55509941,-0.387516879,2021,2
182,PAIGE MOUNTAIN,Beaver,2019,0.570236547,-0.406286201,2021,2
183,PAIGE MOUNTAIN,Beaver,2019,0.509142431,-0.361535328,2021,2
184,PAIGE MOUNTAIN,Beaver,2019,0.546273801,-0.431546825,2021,2
185,SUNSHINE MOUNTAIN,Beaver,2019,0.484547949,-0.355472564,2021,2
186,SUNSHINE MOUNTAIN,Beaver,2019,0.487030665,-0.363575908,2021,2
187,SUNSHINE MOUNTAIN,Beaver,2019,0.413901664,-0.309197714,2021,2
188,SUNSHINE MOUNTAIN,Beaver,2019,0.419215531,-0.307772804,2021,2
189,SUNSHINE MOUNTAIN,Beaver,2019,0.323406576,-0.203547785,2021,2
190,SUNSHINE MOUNTAIN,Beaver,2019,0.458854904,-0.336213574,2021,2
191,SUNSHINE MOUNTAIN,Beaver,2019,0.443075794,-0.31898375,2021,2
192,SUNSHINE MOUNTAIN,Beaver,2019,0.481308653,-0.346246957,2021,2
193,MUNSON CREEK,Beaver,2021,0.496925342,-0.384804264,2021,0
194,MUNSON CREEK,Beaver,2021,0.464610468,-0.311086698,2021,0
234,MUNSON CREEK,Beaver,2021,0.44076416,-0.27056106,2021,0
235,MUNSON CREEK,Beaver,2021,0.46572921,-0.315601837,2021,0
195,MUNSON CREEK,Beaver,2021,0.410301758,-0.295092926,2021,0
197,MUNSON CREEK,Beaver,2021,0.349197987,-0.256608404,2021,0
196,MUNSON CREEK,Beaver,2021,0.305201315,-0.220224093,2021,0
198,MUNSON CREEK,Beaver,2021,0.428279648,-0.320213673,2021,0
199,MUNSON CREEK,Beaver,2021,0.358051122,-0.261744455,2021,0
200,MUNSON CREEK,Beaver,2021,0.388830519,-0.287313013,2021,0
201,MUNSON CREEK,Beaver,2021,0.352201135,-0.259196035,2021,0
203,MUNSON CREEK,Beaver,2021,0.306081407,-0.229752708,2021,0
202,MUNSON CREEK,Beaver,2021,0.319336155,-0.240821567,2021,0
204,MUNSON CREEK,Beaver,2021,0.408130001,-0.30446136,2021,0
205,MUNSON CREEK,Beaver,2021,0.386260798,-0.294781235,2021,0
206,MUNSON CREEK,Beaver,2021,0.448322674,-0.343542102,2021,0
207,MUNSON CREEK,Beaver,2021,0.386293544,-0.290488206,2021,0
208,MUNSON CREEK,Beaver,2021,0.373889392,-0.278889546,2021,0
209,MUNSON CREEK,Beaver,2021,0.347414429,-0.24983081,2021,0
210,MUNSON CREEK,Beaver,2021,0.486518735,-0.35188542,2021,0
211,MUNSON CREEK,Beaver,2021,0.46489268,-0.342110187,2021,0
212,MUNSON CREEK,Beaver,2021,0.190659482,-0.073011378,2021,0
213,MUNSON CREEK,Beaver,2021,0.300868202,-0.19128445,2021,0
214,MUNSON CREEK,Beaver,2021,0.434327197,-0.300514454,2021,0
215,MUNSON CREEK,Beaver,2021,0.438720033,-0.328391377,2021,0
216,MUNSON CREEK,Beaver,2021,0.441767695,-0.329707664,2021,0
217,MUNSON CREEK,Beaver,2021,0.426819762,-0.314655542,2021,0
218,MUNSON CREEK,Beaver,2021,0.409980011,-0.297244454,2021,0
219,MUNSON CREEK,Beaver,2021,0.418576118,-0.304799266,2021,0
220,MUNSON CREEK,Beaver,2021,0.437323026,-0.30753443,2021,0
221,MUNSON CREEK,Beaver,2021,0.46481438,-0.335491725,2021,0
222,MUNSON CREEK,Beaver,2021,0.472500643,-0.349947423,2021,0
223,MUNSON CREEK,Beaver,2021,0.461722001,-0.342964253,2021,0
224,MUNSON CREEK,Beaver,2021,0.448197108,-0.330693846,2021,0
225,MUNSON CREEK,Beaver,2021,0.442411976,-0.322516436,2021,0
226,MUNSON CREEK,Beaver,2021,0.425395627,-0.315013421,2021,0
227,MUNSON CREEK,Beaver,2021,0.523229791,-0.375640198,2021,0
228,MUNSON CREEK,Beaver,2021,0.382763907,-0.234201471,2021,0
229,MUNSON CREEK,Beaver,2021,0.539058457,-0.414104912,2021,0
230,MUNSON CREEK,Beaver,2021,0.456582715,-0.319372132,2021,0
231,MUNSON CREEK,Beaver,2021,0.470490449,-0.325309566,2021,0
232,MUNSON CREEK,Beaver,2021,0.47600762,-0.380137898,2021,0
134,PAIGE MOUNTAIN,Beaver,2019,0.473521748,-0.372854834,2021,2
78,HURST CREEK,Beaver,2019,0.570756017,-0.462344049,2021,2
22,HOGATZA RIVER,Beaver,2016,0.487862604,-0.329238695,2021,5
23,HOGATZA RIVER,Beaver,2016,0.467124898,-0.352166206,2021,5
24,HOGATZA RIVER,Beaver,2016,0.458524264,-0.345445663,2021,5
26,HOGATZA RIVER,Beaver,2016,0.466717296,-0.34904924,2021,5
28,HOGATZA RIVER,Beaver,2016,0.520728764,-0.383393078,2021,5
2,LITTLE MUD RIVER,Beaver,2019,0.407048823,-0.303734541,2021,2
4,LITTLE MUD RIVER,Beaver,2019,0.435666992,-0.32804236,2021,2
3,LITTLE MUD RIVER,Beaver,2019,0.402587853,-0.301175195,2021,2
5,LITTLE MUD RIVER,Beaver,2019,0.405252858,-0.297136985,2021,2
9,HOG,Beaver,2016,0.482914596,-0.371330943,2021,5
10,HOG,Beaver,2016,0.427978442,-0.32067164,2021,5
11,HOG,Beaver,2016,0.460617683,-0.360995542,2021,5
12,HOG,Beaver,2016,0.443180101,-0.345660187,2021,5
13,HOG,Beaver,2016,0.417495223,-0.298021711,2021,5
14,HOG,Beaver,2016,0.396659302,-0.293193208,2021,5
15,HOG,Beaver,2016,0.463501164,-0.37747036,2021,5
16,HOG,Beaver,2016,0.457690328,-0.345623375,2021,5
17,HOG,Beaver,2016,0.459357099,-0.351087646,2021,5
18,HOG,Beaver,2016,0.501598474,-0.38486768,2021,5
19,HOG,Beaver,2016,0.49154412,-0.380161946,2021,5
20,HOG,Beaver,2016,0.475505936,-0.361258625,2021,5
21,HOG,Beaver,2016,0.473819533,-0.362362706,2021,5
35,HOGATZA RIVER,Beaver,2016,0.454022009,-0.32863456,2021,5
1,CHALKYITSIK COMPLEX,Control,2019,0.464755654,-0.358322399,2021,2
6,VICTORIA MOUNTAIN,Control,2019,0.434125851,-0.316681909,2021,2
7,VICTORIA MOUNTAIN,Control,2019,0.420419019,-0.302658787,2021,2
8,HOG,Control,2016,0.506633378,-0.387960056,2021,5
25,HOGATZA RIVER,Control,2016,0.471688285,-0.353955,2021,5
27,HOGATZA RIVER,Control,2016,0.50427581,-0.367564967,2021,5
29,HOGATZA RIVER,Control,2016,0.570523584,-0.439594377,2021,5
30,HOGATZA RIVER,Control,2016,0.519119424,-0.403742298,2021,5
31,HOGATZA RIVER,Control,2016,0.504556051,-0.390193968,2021,5
32,HOGATZA RIVER,Control,2016,0.521545787,-0.401345965,2021,5
33,HOGATZA RIVER,Control,2016,0.523451436,-0.405845801,2021,5
34,HOGATZA RIVER,Control,2016,0.529301451,-0.408057988,2021,5
36,HOGATZA RIVER,Control,2016,0.496509818,-0.369432754,2021,5
37,HOGATZA RIVER,Control,2016,0.527167672,-0.38600118,2021,5
38,HOGATZA RIVER,Control,2016,0.515421952,-0.382805284,2021,5
39,HOGATZA RIVER,Control,2016,0.413823498,-0.318629221,2021,5
40,HOGATZA RIVER,Control,2016,0.415590448,-0.3116318,2021,5
41,HOGATZA RIVER,Control,2016,0.428252175,-0.32228965,2021,5
42,HOGATZA RIVER,Control,2016,0.431036818,-0.309908458,2021,5
43,HOGATZA RIVER,Control,2016,0.495139346,-0.363402367,2021,5
44,HOGATZA RIVER,Control,2016,0.563610011,-0.413771051,2021,5
45,HOGATZA RIVER,Control,2016,0.464415248,-0.343260638,2021,5
46,HOGATZA RIVER,Control,2016,0.509756874,-0.392847818,2021,5
47,HOGATZA RIVER,Control,2016,0.504579635,-0.383137824,2021,5
48,INIAKUK LAKE,Control,2016,0.421722499,-0.27404091,2021,5
49,INIAKUK LAKE,Control,2016,0.326211616,-0.192194893,2021,5
50,INIAKUK LAKE,Control,2016,0.332953375,-0.197422539,2021,5
51,INIAKUK LAKE,Control,2016,0.408626665,-0.280301764,2021,5
52,INIAKUK LAKE,Control,2016,0.394719465,-0.271930505,2021,5
53,INIAKUK LAKE,Control,2016,0.25258857,-0.140571937,2021,5
54,INIAKUK LAKE,Control,2016,0.362226085,-0.218799758,2021,5
55,HURST CREEK,Control,2019,0.531398795,-0.411399828,2021,2
56,HURST CREEK,Control,2019,0.535890172,-0.393671604,2021,2
57,HURST CREEK,Control,2019,0.572640054,-0.422378041,2021,2
58,HURST CREEK,Control,2019,0.527947875,-0.405762171,2021,2
59,HURST CREEK,Control,2019,0.533402505,-0.40837953,2021,2
60,HURST CREEK,Control,2019,0.577908407,-0.442410322,2021,2
61,HURST CREEK,Control,2019,0.541760627,-0.422756473,2021,2
62,HURST CREEK,Control,2019,0.583391398,-0.45086431,2021,2
63,HURST CREEK,Control,2019,0.50425491,-0.375864636,2021,2
64,HURST CREEK,Control,2019,0.625629351,-0.49871354,2021,2
65,HURST CREEK,Control,2019,0.589828462,-0.443147642,2021,2
66,HURST CREEK,Control,2019,0.549227609,-0.425700997,2021,2
67,HURST CREEK,Control,2019,0.438250951,-0.330565009,2021,2
68,HURST CREEK,Control,2019,0.541090536,-0.41717821,2021,2
69,HURST CREEK,Control,2019,0.558751865,-0.427259285,2021,2
70,HURST CREEK,Control,2019,0.685953606,-0.547561328,2021,2
71,HURST CREEK,Control,2019,0.64191694,-0.507431026,2021,2
72,HURST CREEK,Control,2019,0.624510656,-0.490873718,2021,2
73,HURST CREEK,Control,2019,0.471749497,-0.375979914,2021,2
74,HURST CREEK,Control,2019,0.535158476,-0.42436032,2021,2
75,HURST CREEK,Control,2019,0.437840882,-0.348045462,2021,2
76,HURST CREEK,Control,2019,0.430029342,-0.343651954,2021,2
77,HURST CREEK,Control,2019,0.523806033,-0.403655224,2021,2
79,HURST CREEK,Control,2019,0.621433466,-0.480165005,2021,2
80,HURST CREEK,Control,2019,0.600585462,-0.469738325,2021,2
81,HURST CREEK,Control,2019,0.456566081,-0.363050953,2021,2
82,HURST CREEK,Control,2019,0.446898612,-0.344070682,2021,2
83,HURST CREEK,Control,2019,0.486689471,-0.378684013,2021,2
84,HURST CREEK,Control,2019,0.50682882,-0.397348273,2021,2
85,HURST CREEK,Control,2019,0.58039516,-0.438861237,2021,2
86,HURST CREEK,Control,2019,0.508854901,-0.369969329,2021,2
87,HURST CREEK,Control,2019,0.430797508,-0.327343838,2021,2
88,HURST CREEK,Control,2019,0.579004861,-0.459504229,2021,2
89,HURST CREEK,Control,2019,0.565615755,-0.47397801,2021,2
90,HURST CREEK,Control,2019,0.584001375,-0.47839596,2021,2
91,HURST CREEK,Control,2019,0.447214337,-0.34703301,2021,2
92,OLD GROUCH TOP,Control,2019,0.54820762,-0.43205707,2021,2
93,OLD GROUCH TOP,Control,2019,0.550633282,-0.4066118,2021,2
94,OLD GROUCH TOP,Control,2019,0.500331465,-0.361482434,2021,2
95,OLD GROUCH TOP,Control,2019,0.538135073,-0.415209133,2021,2
96,OLD GROUCH TOP,Control,2019,0.490481435,-0.37934336,2021,2
97,OLD GROUCH TOP,Control,2019,0.487955635,-0.36712106,2021,2
98,OLD GROUCH TOP,Control,2019,0.455256744,-0.351545594,2021,2
99,OLD GROUCH TOP,Control,2019,0.425913445,-0.31947461,2021,2
100,OLD GROUCH TOP,Control,2019,0.45959359,-0.352079815,2021,2
101,OLD GROUCH TOP,Control,2019,0.461825932,-0.357861426,2021,2
102,OLD GROUCH TOP,Control,2019,0.462581127,-0.359633453,2021,2
103,OLD GROUCH TOP,Control,2019,0.470217319,-0.365168952,2021,2
104,OLD GROUCH TOP,Control,2019,0.423573244,-0.319229995,2021,2
105,OLD GROUCH TOP,Control,2019,0.474070729,-0.351088313,2021,2
106,OLD GROUCH TOP,Control,2019,0.458497165,-0.343244263,2021,2
107,OLD GROUCH TOP,Control,2019,0.482015202,-0.399454819,2021,2
108,OLD GROUCH TOP,Control,2019,0.47792636,-0.376276461,2021,2
109,OLD GROUCH TOP,Control,2019,0.382994645,-0.298824454,2021,2
110,OLD GROUCH TOP,Control,2019,0.42306014,-0.299253924,2021,2
111,OLD GROUCH TOP,Control,2019,0.469020756,-0.356586218,2021,2
112,OLD GROUCH TOP,Control,2019,0.513735453,-0.394254866,2021,2
113,OLD GROUCH TOP,Control,2019,0.470352102,-0.355926338,2021,2
114,OLD GROUCH TOP,Control,2019,0.540797511,-0.42930024,2021,2
115,OLD GROUCH TOP,Control,2019,0.555912351,-0.402967459,2021,2
118,PAIGE MOUNTAIN,Control,2019,0.65904994,-0.523558476,2021,2
119,PAIGE MOUNTAIN,Control,2019,0.668515752,-0.528271152,2021,2
120,PAIGE MOUNTAIN,Control,2019,0.616795989,-0.4822211,2021,2
121,PAIGE MOUNTAIN,Control,2019,0.629073677,-0.480745657,2021,2
122,PAIGE MOUNTAIN,Control,2019,0.639498314,-0.498789614,2021,2
123,PAIGE MOUNTAIN,Control,2019,0.584692205,-0.444015288,2021,2
124,PAIGE MOUNTAIN,Control,2019,0.554042568,-0.422271392,2021,2
125,PAIGE MOUNTAIN,Control,2019,0.507176293,-0.385707863,2021,2
126,PAIGE MOUNTAIN,Control,2019,0.584455223,-0.437058202,2021,2
117,PAIGE MOUNTAIN,Control,2019,0.623343071,-0.477338597,2021,2
116,PAIGE MOUNTAIN,Control,2019,0.627562131,-0.492182773,2021,2
127,PAIGE MOUNTAIN,Control,2019,0.568874478,-0.429094751,2021,2
128,PAIGE MOUNTAIN,Control,2019,0.550382914,-0.414660242,2021,2
129,PAIGE MOUNTAIN,Control,2019,0.549094772,-0.429642619,2021,2
130,PAIGE MOUNTAIN,Control,2019,0.611782103,-0.467748182,2021,2
131,PAIGE MOUNTAIN,Control,2019,0.604771659,-0.454434313,2021,2
132,PAIGE MOUNTAIN,Control,2019,0.55611926,-0.433914954,2021,2
133,PAIGE MOUNTAIN,Control,2019,0.572700689,-0.447918437,2021,2
135,PAIGE MOUNTAIN,Control,2019,0.549851887,-0.383852087,2021,2
136,PAIGE MOUNTAIN,Control,2019,0.504199396,-0.352699805,2021,2
233,PAIGE MOUNTAIN,Control,2019,0.572597042,-0.417453601,2021,2
137,PAIGE MOUNTAIN,Control,2019,0.597210996,-0.443579403,2021,2
138,PAIGE MOUNTAIN,Control,2019,0.53780126,-0.398133628,2021,2
139,PAIGE MOUNTAIN,Control,2019,0.489445958,-0.372319721,2021,2
140,PAIGE MOUNTAIN,Control,2019,0.473392874,-0.346206726,2021,2
141,PAIGE MOUNTAIN,Control,2019,0.468184359,-0.358774942,2021,2
142,PAIGE MOUNTAIN,Control,2019,0.537716257,-0.407506144,2021,2
143,PAIGE MOUNTAIN,Control,2019,0.466488848,-0.352563086,2021,2
144,PAIGE MOUNTAIN,Control,2019,0.534834,-0.40442601,2021,2
145,PAIGE MOUNTAIN,Control,2019,0.515968218,-0.374483295,2021,2
146,PAIGE MOUNTAIN,Control,2019,0.629257239,-0.46705177,2021,2
147,PAIGE MOUNTAIN,Control,2019,0.537285435,-0.397734293,2021,2
148,PAIGE MOUNTAIN,Control,2019,0.438362098,-0.315159431,2021,2
149,PAIGE MOUNTAIN,Control,2019,0.439683642,-0.31078496,2021,2
150,PAIGE MOUNTAIN,Control,2019,0.466726593,-0.33108219,2021,2
151,PAIGE MOUNTAIN,Control,2019,0.44009696,-0.310675255,2021,2
152,PAIGE MOUNTAIN,Control,2019,0.483162889,-0.365049026,2021,2
153,PAIGE MOUNTAIN,Control,2019,0.36535642,-0.263606514,2021,2
154,PAIGE MOUNTAIN,Control,2019,0.382236543,-0.281104814,2021,2
155,PAIGE MOUNTAIN,Control,2019,0.456851614,-0.339990513,2021,2
156,PAIGE MOUNTAIN,Control,2019,0.489751285,-0.35759052,2021,2
157,PAIGE MOUNTAIN,Control,2019,0.500118343,-0.372657925,2021,2
158,PAIGE MOUNTAIN,Control,2019,0.459918638,-0.326596057,2021,2
159,PAIGE MOUNTAIN,Control,2019,0.548604291,-0.39624312,2021,2
160,PAIGE MOUNTAIN,Control,2019,0.453219038,-0.337763214,2021,2
161,PAIGE MOUNTAIN,Control,2019,0.506767429,-0.387801198,2021,2
162,PAIGE MOUNTAIN,Control,2019,0.538339308,-0.405608095,2021,2
163,PAIGE MOUNTAIN,Control,2019,0.500915141,-0.390272496,2021,2
164,PAIGE MOUNTAIN,Control,2019,0.493147752,-0.399562974,2021,2
165,PAIGE MOUNTAIN,Control,2019,0.467409412,-0.375914458,2021,2
166,PAIGE MOUNTAIN,Control,2019,0.485619866,-0.400713525,2021,2
167,PAIGE MOUNTAIN,Control,2019,0.587739949,-0.427682773,2021,2
168,PAIGE MOUNTAIN,Control,2019,0.575606549,-0.406003607,2021,2
169,PAIGE MOUNTAIN,Control,2019,0.581389425,-0.467315684,2021,2
170,PAIGE MOUNTAIN,Control,2019,0.589756328,-0.463337134,2021,2
171,PAIGE MOUNTAIN,Control,2019,0.606801203,-0.465064116,2021,2
172,PAIGE MOUNTAIN,Control,2019,0.490833287,-0.385788303,2021,2
173,PAIGE MOUNTAIN,Control,2019,0.610688895,-0.480970776,2021,2
174,PAIGE MOUNTAIN,Control,2019,0.43276838,-0.26956688,2021,2
175,PAIGE MOUNTAIN,Control,2019,0.52222059,-0.396009594,2021,2
178,PAIGE MOUNTAIN,Control,2019,0.573394433,-0.440702652,2021,2
176,PAIGE MOUNTAIN,Control,2019,0.485658293,-0.372718473,2021,2
177,PAIGE MOUNTAIN,Control,2019,0.537945511,-0.440547642,2021,2
179,PAIGE MOUNTAIN,Control,2019,0.55697559,-0.44497641,2021,2
180,PAIGE MOUNTAIN,Control,2019,0.516631955,-0.400876681,2021,2
181,PAIGE MOUNTAIN,Control,2019,0.510608214,-0.406220853,2021,2
182,PAIGE MOUNTAIN,Control,2019,0.553832596,-0.430350403,2021,2
183,PAIGE MOUNTAIN,Control,2019,0.663846261,-0.522715898,2021,2
184,PAIGE MOUNTAIN,Control,2019,0.628440279,-0.485906852,2021,2
185,SUNSHINE MOUNTAIN,Control,2019,0.479350831,-0.353313928,2021,2
186,SUNSHINE MOUNTAIN,Control,2019,0.520291554,-0.384281666,2021,2
187,SUNSHINE MOUNTAIN,Control,2019,0.40396127,-0.309492454,2021,2
188,SUNSHINE MOUNTAIN,Control,2019,0.421425915,-0.31625379,2021,2
189,SUNSHINE MOUNTAIN,Control,2019,0.381906897,-0.272125119,2021,2
190,SUNSHINE MOUNTAIN,Control,2019,0.499590097,-0.368330475,2021,2
191,SUNSHINE MOUNTAIN,Control,2019,0.557902028,-0.423166235,2021,2
192,SUNSHINE MOUNTAIN,Control,2019,0.490996789,-0.355383726,2021,2
193,MUNSON CREEK,Control,2021,0.647643477,-0.5063901,2021,0
194,MUNSON CREEK,Control,2021,0.269852304,-0.138950998,2021,0
234,MUNSON CREEK,Control,2021,0.305066072,-0.212309998,2021,0
235,MUNSON CREEK,Control,2021,0.253328649,-0.156206602,2021,0
195,MUNSON CREEK,Control,2021,0.426684604,-0.296987257,2021,0
196,MUNSON CREEK,Control,2021,0.331671961,-0.225426191,2021,0
197,MUNSON CREEK,Control,2021,0.33600075,-0.233774989,2021,0
198,MUNSON CREEK,Control,2021,0.369317602,-0.268768914,2021,0
199,MUNSON CREEK,Control,2021,0.400453465,-0.289036263,2021,0
200,MUNSON CREEK,Control,2021,0.422500631,-0.30462313,2021,0
201,MUNSON CREEK,Control,2021,0.394977711,-0.283542665,2021,0
204,MUNSON CREEK,Control,2021,0.288052546,-0.1931276,2021,0
203,MUNSON CREEK,Control,2021,0.312152533,-0.214907022,2021,0
202,MUNSON CREEK,Control,2021,0.368132236,-0.263487468,2021,0
205,MUNSON CREEK,Control,2021,0.547279975,-0.411208705,2021,0
206,MUNSON CREEK,Control,2021,0.384806871,-0.269475566,2021,0
207,MUNSON CREEK,Control,2021,0.438934699,-0.341532887,2021,0
208,MUNSON CREEK,Control,2021,0.335069755,-0.228952392,2021,0
209,MUNSON CREEK,Control,2021,0.330786031,-0.218854698,2021,0
210,MUNSON CREEK,Control,2021,0.435579197,-0.300248214,2021,0
211,MUNSON CREEK,Control,2021,0.432902838,-0.301209755,2021,0
212,MUNSON CREEK,Control,2021,0.167431918,-0.044655646,2021,0
213,MUNSON CREEK,Control,2021,0.311022923,-0.206409647,2021,0
214,MUNSON CREEK,Control,2021,0.427840902,-0.286884893,2021,0
215,MUNSON CREEK,Control,2021,0.410198284,-0.306733517,2021,0
216,MUNSON CREEK,Control,2021,0.41325908,-0.305615123,2021,0
217,MUNSON CREEK,Control,2021,0.43746174,-0.321560741,2021,0
218,MUNSON CREEK,Control,2021,0.469141247,-0.347589033,2021,0
219,MUNSON CREEK,Control,2021,0.482612629,-0.349096637,2021,0
220,MUNSON CREEK,Control,2021,0.42021205,-0.30559055,2021,0
221,MUNSON CREEK,Control,2021,0.453346427,-0.325732357,2021,0
222,MUNSON CREEK,Control,2021,0.469995097,-0.34170254,2021,0
223,MUNSON CREEK,Control,2021,0.424258366,-0.294366018,2021,0
224,MUNSON CREEK,Control,2021,0.35767148,-0.232083035,2021,0
225,MUNSON CREEK,Control,2021,0.417507637,-0.294946989,2021,0
226,MUNSON CREEK,Control,2021,0.480033957,-0.34905377,2021,0
227,MUNSON CREEK,Control,2021,0.626924708,-0.478778346,2021,0
228,MUNSON CREEK,Control,2021,0.472226509,-0.303833899,2021,0
229,MUNSON CREEK,Control,2021,0.539329282,-0.376195872,2021,0
230,MUNSON CREEK,Control,2021,0.379358183,-0.222202401,2021,0
231,MUNSON CREEK,Control,2021,0.376026534,-0.227956425,2021,0
232,MUNSON CREEK,Control,2021,0.473799622,-0.338165891,2021,0
134,PAIGE MOUNTAIN,Control,2019,0.509962499,-0.40499009,2021,2
78,HURST CREEK,Control,2019,0.571880598,-0.449518086,2021,2
22,HOGATZA RIVER,Control,2016,0.483927526,-0.345509001,2021,5
23,HOGATZA RIVER,Control,2016,0.449916494,-0.32458236,2021,5
24,HOGATZA RIVER,Control,2016,0.483356992,-0.359776104,2021,5
26,HOGATZA RIVER,Control,2016,0.465487361,-0.332005181,2021,5
28,HOGATZA RIVER,Control,2016,0.533352949,-0.413678566,2021,5
2,LITTLE MUD RIVER,Control,2019,0.390716585,-0.281106648,2021,2
3,LITTLE MUD RIVER,Control,2019,0.373023797,-0.272141533,2021,2
4,LITTLE MUD RIVER,Control,2019,0.456925913,-0.344158851,2021,2
5,LITTLE MUD RIVER,Control,2019,0.41189024,-0.320134101,2021,2
9,HOG,Control,2016,0.476216147,-0.36734078,2021,5
10,HOG,Control,2016,0.520255907,-0.40495986,2021,5
11,HOG,Control,2016,0.4732054,-0.376373859,2021,5
12,HOG,Control,2016,0.434630294,-0.342278307,2021,5
13,HOG,Control,2016,0.467435044,-0.345914929,2021,5
14,HOG,Control,2016,0.407692228,-0.288610188,2021,5
15,HOG,Control,2016,0.446117961,-0.360293102,2021,5
16,HOG,Control,2016,0.493568174,-0.373646963,2021,5
17,HOG,Control,2016,0.517420872,-0.391052449,2021,5
18,HOG,Control,2016,0.511307994,-0.387669716,2021,5
19,HOG,Control,2016,0.519993957,-0.402439475,2021,5
20,HOG,Control,2016,0.451997722,-0.340910503,2021,5
21,HOG,Control,2016,0.461695638,-0.336625076,2021,5
35,HOGATZA RIVER,Control,2016,0.512009577,-0.378568073,2021,5
INIAKUK LAKE,INIAKUK LAKE,Fire,2016,0.209930166,-0.184612989,2022,6
HOGATZA RIVER,HOGATZA RIVER,Fire,2016,0.192504228,-0.167523239,2022,6
HOG,HOG,Fire,2016,0.211365833,-0.186041905,2022,6
