ID,Associated_fire,Type,Fire_Year,ndvi,ndwi,Measurement_year,yrs_post_fire
INIAKUK LAKE,INIAKUK LAKE,Fire,2016,0.324857261,-0.23398501,2016,0
HOGATZA RIVER,HOGATZA RIVER,Fire,2016,0.282311807,-0.18528513,2016,0
HOG,HOG,Fire,2016,0.314426969,-0.218375386,2016,0
CHALKYITSIK COMPLEX,CHALKYITSIK COMPLEX,Fire,2019,0.478753903,-0.324039128,2016,-3
SUNSHINE MOUNTAINS,SUNSHINE MOUNTAIN,Fire,2019,0.499439667,-0.380559117,2016,-3
MUNSON CREEK,MUNSON CREEK,Fire,2021,0.490665845,-0.353141209,2016,-5
PAIGE MOUNTAIN,PAIGE MOUNTAIN,Fire,2019,0.52545391,-0.384860685,2016,-3
HURST CREEK,HURST CREEK,Fire,2019,0.47399936,-0.37415632,2016,-3
OLD GROUCH TOP,OLD GROUCH TOP,Fire,2019,0.486606019,-0.378108413,2016,-3
VICTORIA MOUNTAIN,VICTORIA MOUNTAIN,Fire,2019,0.492221293,-0.38071525,2016,-3
LITTLE MUD RIVER,LITTLE MUD RIVER,Fire,2019,0.487348363,-0.3271226,2016,-3
1,CHALKYITSIK COMPLEX,Beaver,2019,0.557025695,-0.406731804,2016,-3
6,VICTORIA MOUNTAIN,Beaver,2019,0.495274119,-0.351975758,2016,-3
7,VICTORIA MOUNTAIN,Beaver,2019,0.3981423,-0.236729306,2016,-3
8,HOG,Beaver,2016,0.277248409,-0.171791041,2016,0
25,HOGATZA RIVER,Beaver,2016,0.262144477,-0.212046523,2016,0
27,HOGATZA RIVER,Beaver,2016,0.329890368,-0.256611524,2016,0
29,HOGATZA RIVER,Beaver,2016,0.281003255,-0.197871561,2016,0
30,HOGATZA RIVER,Beaver,2016,0.27576231,-0.208842667,2016,0
31,HOGATZA RIVER,Beaver,2016,0.294958035,-0.222922091,2016,0
32,HOGATZA RIVER,Beaver,2016,0.311117345,-0.235534619,2016,0
33,HOGATZA RIVER,Beaver,2016,0.311873182,-0.227060483,2016,0
34,HOGATZA RIVER,Beaver,2016,0.309267388,-0.225108579,2016,0
36,HOGATZA RIVER,Beaver,2016,0.384231387,-0.280753523,2016,0
37,HOGATZA RIVER,Beaver,2016,0.381527477,-0.269080531,2016,0
38,HOGATZA RIVER,Beaver,2016,0.37435579,-0.260501697,2016,0
39,HOGATZA RIVER,Beaver,2016,0.38006625,-0.26142907,2016,0
40,HOGATZA RIVER,Beaver,2016,0.331412995,-0.228319761,2016,0
41,HOGATZA RIVER,Beaver,2016,0.348163529,-0.24200027,2016,0
42,HOGATZA RIVER,Beaver,2016,0.381231831,-0.268804075,2016,0
43,HOGATZA RIVER,Beaver,2016,0.343659498,-0.245244343,2016,0
44,HOGATZA RIVER,Beaver,2016,0.273005948,-0.184682025,2016,0
45,HOGATZA RIVER,Beaver,2016,0.234598125,-0.160362733,2016,0
46,HOGATZA RIVER,Beaver,2016,0.315454523,-0.226786179,2016,0
47,HOGATZA RIVER,Beaver,2016,0.287825534,-0.198781977,2016,0
48,INIAKUK LAKE,Beaver,2016,0.249319938,-0.156223723,2016,0
50,INIAKUK LAKE,Beaver,2016,0.261312399,-0.171618769,2016,0
49,INIAKUK LAKE,Beaver,2016,0.26687006,-0.180124166,2016,0
51,INIAKUK LAKE,Beaver,2016,0.263627954,-0.18453643,2016,0
52,INIAKUK LAKE,Beaver,2016,0.318428127,-0.229598254,2016,0
53,INIAKUK LAKE,Beaver,2016,0.271715778,-0.184559948,2016,0
54,INIAKUK LAKE,Beaver,2016,0.261123153,-0.157789921,2016,0
55,HURST CREEK,Beaver,2019,0.397383247,-0.298379385,2016,-3
56,HURST CREEK,Beaver,2019,0.363462534,-0.279443291,2016,-3
57,HURST CREEK,Beaver,2019,0.360835799,-0.264652051,2016,-3
58,HURST CREEK,Beaver,2019,0.472903577,-0.348486879,2016,-3
59,HURST CREEK,Beaver,2019,0.365606334,-0.285347855,2016,-3
60,HURST CREEK,Beaver,2019,0.397638079,-0.328377671,2016,-3
61,HURST CREEK,Beaver,2019,0.416570412,-0.339629288,2016,-3
62,HURST CREEK,Beaver,2019,0.330915287,-0.238635328,2016,-3
63,HURST CREEK,Beaver,2019,0.37435291,-0.292864769,2016,-3
64,HURST CREEK,Beaver,2019,0.334229749,-0.269595457,2016,-3
65,HURST CREEK,Beaver,2019,0.321154288,-0.276805151,2016,-3
66,HURST CREEK,Beaver,2019,0.386774437,-0.312266772,2016,-3
67,HURST CREEK,Beaver,2019,0.42288625,-0.335055513,2016,-3
68,HURST CREEK,Beaver,2019,0.429839611,-0.318446403,2016,-3
69,HURST CREEK,Beaver,2019,0.383680241,-0.31502351,2016,-3
70,HURST CREEK,Beaver,2019,0.377190662,-0.29997972,2016,-3
71,HURST CREEK,Beaver,2019,0.39274207,-0.312735537,2016,-3
72,HURST CREEK,Beaver,2019,0.405820585,-0.325860219,2016,-3
73,HURST CREEK,Beaver,2019,0.284300134,-0.255813635,2016,-3
74,HURST CREEK,Beaver,2019,0.287076895,-0.257500394,2016,-3
76,HURST CREEK,Beaver,2019,0.395119916,-0.337099957,2016,-3
75,HURST CREEK,Beaver,2019,0.383464267,-0.323897634,2016,-3
77,HURST CREEK,Beaver,2019,0.384834547,-0.334637348,2016,-3
79,HURST CREEK,Beaver,2019,0.436390625,-0.343390295,2016,-3
80,HURST CREEK,Beaver,2019,0.389221682,-0.326282908,2016,-3
81,HURST CREEK,Beaver,2019,0.404782863,-0.301684272,2016,-3
82,HURST CREEK,Beaver,2019,0.432982817,-0.334600051,2016,-3
83,HURST CREEK,Beaver,2019,0.413013485,-0.310964492,2016,-3
84,HURST CREEK,Beaver,2019,0.477968872,-0.369027559,2016,-3
86,HURST CREEK,Beaver,2019,0.415342481,-0.334059439,2016,-3
85,HURST CREEK,Beaver,2019,0.414595369,-0.333317876,2016,-3
87,HURST CREEK,Beaver,2019,0.470890804,-0.368449397,2016,-3
88,HURST CREEK,Beaver,2019,0.412606886,-0.338025262,2016,-3
89,HURST CREEK,Beaver,2019,0.387212458,-0.327080429,2016,-3
90,HURST CREEK,Beaver,2019,0.457488268,-0.379645974,2016,-3
91,HURST CREEK,Beaver,2019,0.573883816,-0.443505501,2016,-3
92,OLD GROUCH TOP,Beaver,2019,0.451918486,-0.336294927,2016,-3
93,OLD GROUCH TOP,Beaver,2019,0.507162483,-0.395240864,2016,-3
94,OLD GROUCH TOP,Beaver,2019,0.488199995,-0.38371994,2016,-3
95,OLD GROUCH TOP,Beaver,2019,0.432392033,-0.329646403,2016,-3
96,OLD GROUCH TOP,Beaver,2019,0.496897446,-0.354370368,2016,-3
97,OLD GROUCH TOP,Beaver,2019,0.499045303,-0.37654059,2016,-3
98,OLD GROUCH TOP,Beaver,2019,0.510755751,-0.391803939,2016,-3
100,OLD GROUCH TOP,Beaver,2019,0.52443586,-0.414663174,2016,-3
99,OLD GROUCH TOP,Beaver,2019,0.534290899,-0.424272632,2016,-3
101,OLD GROUCH TOP,Beaver,2019,0.501673883,-0.3880317,2016,-3
102,OLD GROUCH TOP,Beaver,2019,0.474252819,-0.366106205,2016,-3
103,OLD GROUCH TOP,Beaver,2019,0.484789774,-0.375397443,2016,-3
104,OLD GROUCH TOP,Beaver,2019,0.517367297,-0.409257998,2016,-3
105,OLD GROUCH TOP,Beaver,2019,0.493389146,-0.3862553,2016,-3
106,OLD GROUCH TOP,Beaver,2019,0.494785952,-0.375719365,2016,-3
107,OLD GROUCH TOP,Beaver,2019,0.532028904,-0.416644761,2016,-3
108,OLD GROUCH TOP,Beaver,2019,0.36177052,-0.220070557,2016,-3
109,OLD GROUCH TOP,Beaver,2019,0.371285533,-0.280340534,2016,-3
110,OLD GROUCH TOP,Beaver,2019,0.531162448,-0.413932353,2016,-3
111,OLD GROUCH TOP,Beaver,2019,0.488815949,-0.371965901,2016,-3
112,OLD GROUCH TOP,Beaver,2019,0.480960323,-0.34996056,2016,-3
113,OLD GROUCH TOP,Beaver,2019,0.46630856,-0.366592435,2016,-3
114,OLD GROUCH TOP,Beaver,2019,0.438533282,-0.357082308,2016,-3
115,OLD GROUCH TOP,Beaver,2019,0.411237765,-0.314520971,2016,-3
116,PAIGE MOUNTAIN,Beaver,2019,0.470004953,-0.366917551,2016,-3
117,PAIGE MOUNTAIN,Beaver,2019,0.435358018,-0.318090405,2016,-3
118,PAIGE MOUNTAIN,Beaver,2019,0.39526404,-0.306633577,2016,-3
119,PAIGE MOUNTAIN,Beaver,2019,0.40091275,-0.30375839,2016,-3
120,PAIGE MOUNTAIN,Beaver,2019,0.425294045,-0.331517977,2016,-3
121,PAIGE MOUNTAIN,Beaver,2019,0.42164585,-0.329240641,2016,-3
122,PAIGE MOUNTAIN,Beaver,2019,0.401693038,-0.311443718,2016,-3
123,PAIGE MOUNTAIN,Beaver,2019,0.374439577,-0.254600801,2016,-3
124,PAIGE MOUNTAIN,Beaver,2019,0.3968802,-0.306242491,2016,-3
125,PAIGE MOUNTAIN,Beaver,2019,0.369351715,-0.268070236,2016,-3
126,PAIGE MOUNTAIN,Beaver,2019,0.364918913,-0.286988525,2016,-3
127,PAIGE MOUNTAIN,Beaver,2019,0.382563941,-0.303101623,2016,-3
128,PAIGE MOUNTAIN,Beaver,2019,0.417967187,-0.3163617,2016,-3
129,PAIGE MOUNTAIN,Beaver,2019,0.527113303,-0.378506928,2016,-3
130,PAIGE MOUNTAIN,Beaver,2019,0.470270795,-0.354800427,2016,-3
131,PAIGE MOUNTAIN,Beaver,2019,0.50684185,-0.341265847,2016,-3
132,PAIGE MOUNTAIN,Beaver,2019,0.513650428,-0.375505076,2016,-3
133,PAIGE MOUNTAIN,Beaver,2019,0.512015704,-0.369317733,2016,-3
135,PAIGE MOUNTAIN,Beaver,2019,0.483840998,-0.359062616,2016,-3
136,PAIGE MOUNTAIN,Beaver,2019,0.385924574,-0.251419787,2016,-3
233,PAIGE MOUNTAIN,Beaver,2019,0.60648615,-0.472929903,2016,-3
137,PAIGE MOUNTAIN,Beaver,2019,0.573325929,-0.428106206,2016,-3
138,PAIGE MOUNTAIN,Beaver,2019,0.562174805,-0.383778714,2016,-3
139,PAIGE MOUNTAIN,Beaver,2019,0.513981263,-0.362508868,2016,-3
140,PAIGE MOUNTAIN,Beaver,2019,0.54526357,-0.387697687,2016,-3
141,PAIGE MOUNTAIN,Beaver,2019,0.535988538,-0.388966918,2016,-3
142,PAIGE MOUNTAIN,Beaver,2019,0.533174035,-0.376433983,2016,-3
143,PAIGE MOUNTAIN,Beaver,2019,0.551973057,-0.399905741,2016,-3
144,PAIGE MOUNTAIN,Beaver,2019,0.5796262,-0.41885551,2016,-3
145,PAIGE MOUNTAIN,Beaver,2019,0.555632651,-0.384513189,2016,-3
146,PAIGE MOUNTAIN,Beaver,2019,0.565429856,-0.422996772,2016,-3
147,PAIGE MOUNTAIN,Beaver,2019,0.574632009,-0.429925804,2016,-3
148,PAIGE MOUNTAIN,Beaver,2019,0.365441308,-0.259843177,2016,-3
149,PAIGE MOUNTAIN,Beaver,2019,0.423429906,-0.301828803,2016,-3
150,PAIGE MOUNTAIN,Beaver,2019,0.557536819,-0.399721785,2016,-3
151,PAIGE MOUNTAIN,Beaver,2019,0.561488897,-0.395363996,2016,-3
152,PAIGE MOUNTAIN,Beaver,2019,0.584285327,-0.415005151,2016,-3
153,PAIGE MOUNTAIN,Beaver,2019,0.552655191,-0.386343256,2016,-3
154,PAIGE MOUNTAIN,Beaver,2019,0.55293088,-0.385562496,2016,-3
155,PAIGE MOUNTAIN,Beaver,2019,0.603193076,-0.454793251,2016,-3
156,PAIGE MOUNTAIN,Beaver,2019,0.495430622,-0.326159891,2016,-3
157,PAIGE MOUNTAIN,Beaver,2019,0.347552497,-0.263809085,2016,-3
158,PAIGE MOUNTAIN,Beaver,2019,0.429073622,-0.299822855,2016,-3
159,PAIGE MOUNTAIN,Beaver,2019,0.478691051,-0.34008461,2016,-3
160,PAIGE MOUNTAIN,Beaver,2019,0.362941177,-0.275177333,2016,-3
161,PAIGE MOUNTAIN,Beaver,2019,0.362999138,-0.280450678,2016,-3
162,PAIGE MOUNTAIN,Beaver,2019,0.350142498,-0.271753834,2016,-3
163,PAIGE MOUNTAIN,Beaver,2019,0.519161552,-0.37917374,2016,-3
164,PAIGE MOUNTAIN,Beaver,2019,0.500773251,-0.350067797,2016,-3
165,PAIGE MOUNTAIN,Beaver,2019,0.500031963,-0.34304319,2016,-3
166,PAIGE MOUNTAIN,Beaver,2019,0.317042928,-0.208542383,2016,-3
167,PAIGE MOUNTAIN,Beaver,2019,0.327997227,-0.206708105,2016,-3
168,PAIGE MOUNTAIN,Beaver,2019,0.338757508,-0.218720425,2016,-3
169,PAIGE MOUNTAIN,Beaver,2019,0.35598013,-0.237559404,2016,-3
170,PAIGE MOUNTAIN,Beaver,2019,0.367218627,-0.239050453,2016,-3
171,PAIGE MOUNTAIN,Beaver,2019,0.368217384,-0.235730205,2016,-3
172,PAIGE MOUNTAIN,Beaver,2019,0.390497198,-0.235717295,2016,-3
173,PAIGE MOUNTAIN,Beaver,2019,0.34536527,-0.194363711,2016,-3
174,PAIGE MOUNTAIN,Beaver,2019,0.413322401,-0.257601587,2016,-3
175,PAIGE MOUNTAIN,Beaver,2019,0.349145088,-0.178405873,2016,-3
176,PAIGE MOUNTAIN,Beaver,2019,0.378609347,-0.288246205,2016,-3
177,PAIGE MOUNTAIN,Beaver,2019,0.374205774,-0.288368666,2016,-3
179,PAIGE MOUNTAIN,Beaver,2019,0.378815067,-0.276305536,2016,-3
180,PAIGE MOUNTAIN,Beaver,2019,0.383121358,-0.289076966,2016,-3
178,PAIGE MOUNTAIN,Beaver,2019,0.362934761,-0.275523436,2016,-3
181,PAIGE MOUNTAIN,Beaver,2019,0.516341972,-0.379441477,2016,-3
182,PAIGE MOUNTAIN,Beaver,2019,0.534793705,-0.403510616,2016,-3
183,PAIGE MOUNTAIN,Beaver,2019,0.483467838,-0.354470349,2016,-3
184,PAIGE MOUNTAIN,Beaver,2019,0.565165833,-0.450605916,2016,-3
185,SUNSHINE MOUNTAIN,Beaver,2019,0.572645203,-0.451436392,2016,-3
186,SUNSHINE MOUNTAIN,Beaver,2019,0.597601463,-0.471751878,2016,-3
187,SUNSHINE MOUNTAIN,Beaver,2019,0.533053424,-0.370649637,2016,-3
188,SUNSHINE MOUNTAIN,Beaver,2019,0.522600115,-0.38190364,2016,-3
189,SUNSHINE MOUNTAIN,Beaver,2019,0.5697499,-0.43384401,2016,-3
190,SUNSHINE MOUNTAIN,Beaver,2019,0.530359271,-0.40219633,2016,-3
191,SUNSHINE MOUNTAIN,Beaver,2019,0.518796821,-0.380706206,2016,-3
192,SUNSHINE MOUNTAIN,Beaver,2019,0.518798042,-0.355691644,2016,-3
193,MUNSON CREEK,Beaver,2021,0.47322727,-0.345162878,2016,-5
194,MUNSON CREEK,Beaver,2021,0.396244114,-0.264438129,2016,-5
234,MUNSON CREEK,Beaver,2021,0.323804536,-0.19233969,2016,-5
235,MUNSON CREEK,Beaver,2021,0.410313762,-0.265105148,2016,-5
195,MUNSON CREEK,Beaver,2021,0.445590815,-0.293947545,2016,-5
197,MUNSON CREEK,Beaver,2021,0.45081203,-0.332327896,2016,-5
196,MUNSON CREEK,Beaver,2021,0.443171747,-0.329379152,2016,-5
198,MUNSON CREEK,Beaver,2021,0.449273969,-0.331845766,2016,-5
199,MUNSON CREEK,Beaver,2021,0.446587032,-0.314965631,2016,-5
200,MUNSON CREEK,Beaver,2021,0.433942943,-0.311185253,2016,-5
201,MUNSON CREEK,Beaver,2021,0.427414817,-0.309644771,2016,-5
203,MUNSON CREEK,Beaver,2021,0.393072839,-0.312592559,2016,-5
202,MUNSON CREEK,Beaver,2021,0.404492676,-0.324869931,2016,-5
204,MUNSON CREEK,Beaver,2021,0.438958313,-0.341320138,2016,-5
205,MUNSON CREEK,Beaver,2021,0.458242515,-0.344099891,2016,-5
206,MUNSON CREEK,Beaver,2021,0.428161807,-0.324175025,2016,-5
207,MUNSON CREEK,Beaver,2021,0.40196465,-0.288116357,2016,-5
208,MUNSON CREEK,Beaver,2021,0.384104856,-0.276467976,2016,-5
209,MUNSON CREEK,Beaver,2021,0.536590434,-0.425013896,2016,-5
210,MUNSON CREEK,Beaver,2021,0.52570276,-0.372622767,2016,-5
211,MUNSON CREEK,Beaver,2021,0.497115188,-0.353148228,2016,-5
212,MUNSON CREEK,Beaver,2021,0.443549791,-0.29224182,2016,-5
213,MUNSON CREEK,Beaver,2021,0.367015951,-0.282521488,2016,-5
214,MUNSON CREEK,Beaver,2021,0.370685185,-0.301467956,2016,-5
215,MUNSON CREEK,Beaver,2021,0.591858444,-0.454578179,2016,-5
216,MUNSON CREEK,Beaver,2021,0.544697429,-0.405560519,2016,-5
217,MUNSON CREEK,Beaver,2021,0.524467537,-0.381648758,2016,-5
218,MUNSON CREEK,Beaver,2021,0.302035827,-0.261186229,2016,-5
219,MUNSON CREEK,Beaver,2021,0.313730522,-0.25665574,2016,-5
220,MUNSON CREEK,Beaver,2021,0.453119761,-0.335000081,2016,-5
221,MUNSON CREEK,Beaver,2021,0.465063122,-0.364316221,2016,-5
222,MUNSON CREEK,Beaver,2021,0.468280954,-0.363992276,2016,-5
223,MUNSON CREEK,Beaver,2021,0.475203967,-0.356816563,2016,-5
224,MUNSON CREEK,Beaver,2021,0.493116064,-0.373324662,2016,-5
225,MUNSON CREEK,Beaver,2021,0.560694101,-0.415835681,2016,-5
226,MUNSON CREEK,Beaver,2021,0.385230944,-0.309628327,2016,-5
227,MUNSON CREEK,Beaver,2021,0.398246414,-0.318070565,2016,-5
228,MUNSON CREEK,Beaver,2021,0.312857289,-0.241858501,2016,-5
229,MUNSON CREEK,Beaver,2021,0.555972027,-0.402623513,2016,-5
230,MUNSON CREEK,Beaver,2021,0.546781508,-0.379501392,2016,-5
231,MUNSON CREEK,Beaver,2021,0.552780046,-0.383842357,2016,-5
232,MUNSON CREEK,Beaver,2021,0.511239629,-0.388142251,2016,-5
134,PAIGE MOUNTAIN,Beaver,2019,0.549765741,-0.393518731,2016,-3
78,HURST CREEK,Beaver,2019,0.396976137,-0.32780557,2016,-3
22,HOGATZA RIVER,Beaver,2016,0.415242804,-0.301860907,2016,0
23,HOGATZA RIVER,Beaver,2016,0.271152431,-0.204214561,2016,0
24,HOGATZA RIVER,Beaver,2016,0.281452132,-0.202721911,2016,0
26,HOGATZA RIVER,Beaver,2016,0.355607091,-0.237842273,2016,0
28,HOGATZA RIVER,Beaver,2016,0.427234257,-0.312985161,2016,0
2,LITTLE MUD RIVER,Beaver,2019,0.52121352,-0.373748396,2016,-3
4,LITTLE MUD RIVER,Beaver,2019,0.528951732,-0.38154872,2016,-3
3,LITTLE MUD RIVER,Beaver,2019,0.510178628,-0.361375787,2016,-3
5,LITTLE MUD RIVER,Beaver,2019,0.464613632,-0.321824762,2016,-3
9,HOG,Beaver,2016,0.298368484,-0.188392148,2016,0
10,HOG,Beaver,2016,0.266125587,-0.197450503,2016,0
11,HOG,Beaver,2016,0.268932724,-0.195894994,2016,0
12,HOG,Beaver,2016,0.249396675,-0.183161544,2016,0
13,HOG,Beaver,2016,0.247379029,-0.169707301,2016,0
14,HOG,Beaver,2016,0.243718969,-0.173211101,2016,0
15,HOG,Beaver,2016,0.257720729,-0.176337473,2016,0
16,HOG,Beaver,2016,0.221547363,-0.115782706,2016,0
17,HOG,Beaver,2016,0.210942569,-0.105630719,2016,0
18,HOG,Beaver,2016,0.249127794,-0.133004078,2016,0
19,HOG,Beaver,2016,0.218009215,-0.110591733,2016,0
20,HOG,Beaver,2016,0.186194979,-0.090416564,2016,0
21,HOG,Beaver,2016,0.189577964,-0.09148732,2016,0
35,HOGATZA RIVER,Beaver,2016,0.349870863,-0.231805979,2016,0
1,CHALKYITSIK COMPLEX,Control,2019,0.525908258,-0.362310277,2016,-3
6,VICTORIA MOUNTAIN,Control,2019,0.534465044,-0.371395889,2016,-3
7,VICTORIA MOUNTAIN,Control,2019,0.483223616,-0.347989873,2016,-3
8,HOG,Control,2016,0.223212047,-0.16376159,2016,0
25,HOGATZA RIVER,Control,2016,0.306846353,-0.232685618,2016,0
27,HOGATZA RIVER,Control,2016,0.300704628,-0.238759863,2016,0
29,HOGATZA RIVER,Control,2016,0.299891707,-0.214830474,2016,0
30,HOGATZA RIVER,Control,2016,0.261776815,-0.195721171,2016,0
31,HOGATZA RIVER,Control,2016,0.290786617,-0.217968806,2016,0
32,HOGATZA RIVER,Control,2016,0.341691078,-0.243868918,2016,0
33,HOGATZA RIVER,Control,2016,0.334468713,-0.242866579,2016,0
34,HOGATZA RIVER,Control,2016,0.315224807,-0.231737913,2016,0
36,HOGATZA RIVER,Control,2016,0.358841205,-0.244288745,2016,0
37,HOGATZA RIVER,Control,2016,0.395200857,-0.28220879,2016,0
38,HOGATZA RIVER,Control,2016,0.366842515,-0.249681843,2016,0
39,HOGATZA RIVER,Control,2016,0.331262689,-0.222201351,2016,0
40,HOGATZA RIVER,Control,2016,0.357440764,-0.249624117,2016,0
41,HOGATZA RIVER,Control,2016,0.365363604,-0.260901767,2016,0
42,HOGATZA RIVER,Control,2016,0.410031152,-0.314076233,2016,0
43,HOGATZA RIVER,Control,2016,0.382732589,-0.279435698,2016,0
44,HOGATZA RIVER,Control,2016,0.38844957,-0.289541152,2016,0
45,HOGATZA RIVER,Control,2016,0.274365807,-0.196890191,2016,0
46,HOGATZA RIVER,Control,2016,0.361834112,-0.261965445,2016,0
47,HOGATZA RIVER,Control,2016,0.368120193,-0.252278076,2016,0
48,INIAKUK LAKE,Control,2016,0.315480742,-0.238185101,2016,0
49,INIAKUK LAKE,Control,2016,0.260885271,-0.18518978,2016,0
50,INIAKUK LAKE,Control,2016,0.278875916,-0.191562501,2016,0
51,INIAKUK LAKE,Control,2016,0.353744194,-0.256985415,2016,0
52,INIAKUK LAKE,Control,2016,0.326575418,-0.247189293,2016,0
53,INIAKUK LAKE,Control,2016,0.224920821,-0.153819046,2016,0
54,INIAKUK LAKE,Control,2016,0.283859234,-0.194768802,2016,0
55,HURST CREEK,Control,2019,0.380484428,-0.294448719,2016,-3
56,HURST CREEK,Control,2019,0.36425479,-0.285631085,2016,-3
57,HURST CREEK,Control,2019,0.443121572,-0.319673053,2016,-3
58,HURST CREEK,Control,2019,0.48731487,-0.369739225,2016,-3
59,HURST CREEK,Control,2019,0.432463029,-0.309103199,2016,-3
60,HURST CREEK,Control,2019,0.369316319,-0.290294641,2016,-3
61,HURST CREEK,Control,2019,0.374337674,-0.273564407,2016,-3
62,HURST CREEK,Control,2019,0.361532249,-0.291777113,2016,-3
63,HURST CREEK,Control,2019,0.312653972,-0.232804055,2016,-3
64,HURST CREEK,Control,2019,0.342725393,-0.273246192,2016,-3
65,HURST CREEK,Control,2019,0.330889239,-0.261861956,2016,-3
66,HURST CREEK,Control,2019,0.35970459,-0.306623593,2016,-3
67,HURST CREEK,Control,2019,0.483983053,-0.382362138,2016,-3
68,HURST CREEK,Control,2019,0.488249384,-0.381771629,2016,-3
69,HURST CREEK,Control,2019,0.484652551,-0.386006319,2016,-3
70,HURST CREEK,Control,2019,0.412360187,-0.325493519,2016,-3
71,HURST CREEK,Control,2019,0.371554147,-0.287472263,2016,-3
72,HURST CREEK,Control,2019,0.352980169,-0.291506901,2016,-3
73,HURST CREEK,Control,2019,0.386409527,-0.299008859,2016,-3
74,HURST CREEK,Control,2019,0.381177693,-0.312655382,2016,-3
75,HURST CREEK,Control,2019,0.406397739,-0.344238533,2016,-3
76,HURST CREEK,Control,2019,0.438997981,-0.373360095,2016,-3
77,HURST CREEK,Control,2019,0.402675337,-0.342470162,2016,-3
79,HURST CREEK,Control,2019,0.409715741,-0.313789922,2016,-3
80,HURST CREEK,Control,2019,0.459334582,-0.374913216,2016,-3
81,HURST CREEK,Control,2019,0.447324113,-0.362131765,2016,-3
82,HURST CREEK,Control,2019,0.420101162,-0.32310967,2016,-3
83,HURST CREEK,Control,2019,0.436288606,-0.332829028,2016,-3
84,HURST CREEK,Control,2019,0.470811244,-0.361387866,2016,-3
85,HURST CREEK,Control,2019,0.410441393,-0.302430217,2016,-3
86,HURST CREEK,Control,2019,0.420028935,-0.32329501,2016,-3
87,HURST CREEK,Control,2019,0.483605798,-0.37021754,2016,-3
88,HURST CREEK,Control,2019,0.426381939,-0.332109627,2016,-3
89,HURST CREEK,Control,2019,0.445986213,-0.383763804,2016,-3
90,HURST CREEK,Control,2019,0.442037231,-0.37239347,2016,-3
91,HURST CREEK,Control,2019,0.539549451,-0.404904551,2016,-3
92,OLD GROUCH TOP,Control,2019,0.641987399,-0.516058743,2016,-3
93,OLD GROUCH TOP,Control,2019,0.516042976,-0.320563123,2016,-3
94,OLD GROUCH TOP,Control,2019,0.48269186,-0.275652391,2016,-3
95,OLD GROUCH TOP,Control,2019,0.42694969,-0.315081189,2016,-3
96,OLD GROUCH TOP,Control,2019,0.53215779,-0.390515541,2016,-3
97,OLD GROUCH TOP,Control,2019,0.552370004,-0.416252215,2016,-3
98,OLD GROUCH TOP,Control,2019,0.527627707,-0.400898386,2016,-3
99,OLD GROUCH TOP,Control,2019,0.490076223,-0.371417659,2016,-3
100,OLD GROUCH TOP,Control,2019,0.51287314,-0.397605341,2016,-3
101,OLD GROUCH TOP,Control,2019,0.54182887,-0.419502567,2016,-3
102,OLD GROUCH TOP,Control,2019,0.535195328,-0.410036213,2016,-3
103,OLD GROUCH TOP,Control,2019,0.540381604,-0.416614181,2016,-3
104,OLD GROUCH TOP,Control,2019,0.479232963,-0.30100685,2016,-3
105,OLD GROUCH TOP,Control,2019,0.485394014,-0.306177368,2016,-3
106,OLD GROUCH TOP,Control,2019,0.46879658,-0.287194764,2016,-3
107,OLD GROUCH TOP,Control,2019,0.46243529,-0.286446521,2016,-3
108,OLD GROUCH TOP,Control,2019,0.377271418,-0.238156216,2016,-3
109,OLD GROUCH TOP,Control,2019,0.401311749,-0.325718491,2016,-3
110,OLD GROUCH TOP,Control,2019,0.550663417,-0.424551533,2016,-3
111,OLD GROUCH TOP,Control,2019,0.520882257,-0.410641346,2016,-3
112,OLD GROUCH TOP,Control,2019,0.499847921,-0.379931345,2016,-3
113,OLD GROUCH TOP,Control,2019,0.424670725,-0.345776276,2016,-3
114,OLD GROUCH TOP,Control,2019,0.456648582,-0.369242285,2016,-3
115,OLD GROUCH TOP,Control,2019,0.439694705,-0.338534794,2016,-3
118,PAIGE MOUNTAIN,Control,2019,0.435854664,-0.349828816,2016,-3
119,PAIGE MOUNTAIN,Control,2019,0.433295888,-0.348363121,2016,-3
120,PAIGE MOUNTAIN,Control,2019,0.440958167,-0.353146678,2016,-3
121,PAIGE MOUNTAIN,Control,2019,0.40911639,-0.320100256,2016,-3
122,PAIGE MOUNTAIN,Control,2019,0.427177676,-0.348055681,2016,-3
123,PAIGE MOUNTAIN,Control,2019,0.412321765,-0.32624773,2016,-3
124,PAIGE MOUNTAIN,Control,2019,0.376149999,-0.307942058,2016,-3
125,PAIGE MOUNTAIN,Control,2019,0.339355527,-0.284229241,2016,-3
126,PAIGE MOUNTAIN,Control,2019,0.428269669,-0.339874379,2016,-3
117,PAIGE MOUNTAIN,Control,2019,0.448556259,-0.355065761,2016,-3
116,PAIGE MOUNTAIN,Control,2019,0.44981596,-0.361490101,2016,-3
127,PAIGE MOUNTAIN,Control,2019,0.397964777,-0.316907778,2016,-3
128,PAIGE MOUNTAIN,Control,2019,0.509135126,-0.378028793,2016,-3
129,PAIGE MOUNTAIN,Control,2019,0.501335643,-0.394893759,2016,-3
130,PAIGE MOUNTAIN,Control,2019,0.510597616,-0.39576416,2016,-3
131,PAIGE MOUNTAIN,Control,2019,0.538749664,-0.409213042,2016,-3
